subject_id,content,A,B,C,D,correct,difficulty
61,LEFT JOIN trả về kết quả gì?,Toàn bộ bản ghi bảng trái và bản ghi khớp ở bảng phải,Chỉ bản ghi khớp,Toàn bộ bảng phải,Bản ghi không khớp,A,medium
61,Từ khóa DISTINCT dùng để làm gì?,Loại bỏ giá trị trùng lặp trong kết quả,Sắp xếp dữ liệu,Đếm bản ghi,Nhóm dữ liệu,A,easy
61,Chuẩn hóa cơ sở dữ liệu nhằm mục đích gì?,Giảm dư thừa dữ liệu và tránh bất thường khi cập nhật,Tăng tốc độ truy vấn tuyệt đối,Giảm số bảng,Tăng dung lượng lưu trữ,A,medium
61,Dạng chuẩn 1NF yêu cầu điều gì?,"Mỗi thuộc tính chỉ chứa giá trị nguyên tố, không lặp nhóm",Không có phụ thuộc bắc cầu,Không có phụ thuộc hàm bộ phận,Mọi thuộc tính đều là khóa,A,medium
61,Dạng chuẩn 2NF yêu cầu điều gì?,Đạt 1NF và loại bỏ phụ thuộc hàm bộ phận vào khóa chính,Loại bỏ phụ thuộc bắc cầu,Chỉ có một bảng,Không có khóa ngoại,A,hard
61,Dạng chuẩn 3NF yêu cầu điều gì?,Đạt 2NF và loại bỏ phụ thuộc bắc cầu,Loại bỏ phụ thuộc bộ phận,Mọi thuộc tính là nguyên tố,Không có khóa chính,A,hard
61,Giao dịch (Transaction) trong CSDL là gì?,Chuỗi thao tác được thực hiện như một đơn vị không thể chia cắt,Một câu truy vấn đơn lẻ,Việc sao lưu dữ liệu,Kết nối tới máy chủ,A,medium
61,Tính chất ACID gồm những gì?,"Nguyên tử, nhất quán, cô lập và bền vững","Nhanh, chính xác, an toàn, đơn giản","Thêm, sửa, xóa, đọc","Khóa chính, ngoại, duy nhất, tổng hợp",A,medium
61,Tính nguyên tử (Atomicity) của giao dịch nghĩa là gì?,"Hoặc thực hiện toàn bộ, hoặc không thực hiện gì cả",Dữ liệu luôn đúng ràng buộc,Các giao dịch không ảnh hưởng nhau,Kết quả được lưu vĩnh viễn,A,medium
61,Lệnh COMMIT có tác dụng gì?,Xác nhận và lưu vĩnh viễn các thay đổi của giao dịch,Hủy bỏ thay đổi,Tạo bảng mới,Sao lưu dữ liệu,A,medium
61,Lệnh ROLLBACK có tác dụng gì?,"Hủy bỏ các thay đổi, đưa dữ liệu về trạng thái trước giao dịch",Lưu thay đổi,Xóa bảng,Tạo chỉ mục,A,medium
61,Chỉ mục (Index) trong CSDL có tác dụng gì?,Tăng tốc độ truy vấn tìm kiếm,Giảm dung lượng lưu trữ,Mã hóa dữ liệu,Tạo quan hệ giữa bảng,A,medium
61,Nhược điểm của việc tạo quá nhiều chỉ mục là gì?,Làm chậm thao tác thêm sửa xóa và tốn dung lượng,Truy vấn chậm hơn,Không lưu được dữ liệu,Mất khóa chính,A,hard
61,View trong CSDL là gì?,Bảng ảo được tạo từ kết quả truy vấn,Bảng vật lý lưu trên đĩa,Một loại chỉ mục,Một thủ tục lưu trữ,A,medium
