subject_id,content,A,B,C,D,correct,difficulty
65,Biểu đồ Use Case dùng để mô tả gì?,Chức năng hệ thống từ góc nhìn người sử dụng,Cấu trúc lớp đối tượng,Trình tự thời gian của thông điệp,Trạng thái của đối tượng,A,easy
65,Biểu đồ lớp (Class Diagram) mô tả gì?,Cấu trúc tĩnh gồm các lớp và quan hệ giữa chúng,Luồng công việc,Trình tự tương tác,Trạng thái hệ thống,A,easy
65,Biểu đồ tuần tự (Sequence Diagram) mô tả gì?,Trình tự trao đổi thông điệp giữa các đối tượng theo thời gian,Cấu trúc dữ liệu,Chức năng người dùng,Kiến trúc triển khai,A,medium
65,Biểu đồ hoạt động (Activity Diagram) dùng để mô tả gì?,Luồng xử lý và các bước của một quy trình,Quan hệ giữa các lớp,Trạng thái đối tượng,Cấu hình phần cứng,A,medium
65,UML là gì?,Ngôn ngữ mô hình hóa thống nhất dùng trong phân tích thiết kế phần mềm,Một ngôn ngữ lập trình,Một hệ quản trị CSDL,Một công cụ kiểm thử,A,easy
65,Kiến trúc ba lớp gồm những tầng nào?,"Trình diễn, nghiệp vụ và dữ liệu","Nhập, xử lý, xuất","Client, server, router","Frontend, backend, database server",A,medium
65,Mô hình MVC gồm những thành phần nào?,"Model, View, Controller","Module, Version, Class","Method, Variable, Constant","Main, View, Config",A,easy
65,"Trong MVC, Model có nhiệm vụ gì?",Quản lý dữ liệu và logic nghiệp vụ,Hiển thị giao diện,Điều phối yêu cầu người dùng,Cấu hình máy chủ,A,medium
65,Nguyên tắc SOLID trong thiết kế hướng đối tượng gồm mấy nguyên tắc?,5,3,4,7,A,medium
65,Nguyên tắc trách nhiệm đơn (Single Responsibility) nghĩa là gì?,Mỗi lớp chỉ nên có một lý do để thay đổi,Một lớp làm được mọi việc,Lớp phải kế thừa nhiều lớp,Mọi phương thức đều công khai,A,medium
65,Design Pattern là gì?,Giải pháp mẫu đã được kiểm chứng cho vấn đề thiết kế thường gặp,Mẫu giao diện người dùng,Một loại biểu đồ UML,Quy trình phát triển phần mềm,A,easy
65,Mẫu Singleton đảm bảo điều gì?,Một lớp chỉ có duy nhất một thể hiện trong toàn hệ thống,Nhiều đối tượng cùng loại,Đối tượng tự động hủy,Kế thừa nhiều tầng,A,medium
65,Mẫu Factory dùng để làm gì?,Tạo đối tượng mà không cần chỉ rõ lớp cụ thể,Quản lý kết nối CSDL,Đồng bộ luồng,Ghi nhật ký hệ thống,A,medium
65,Kiểm thử hộp đen (Black-box testing) dựa trên điều gì?,"Chức năng và đầu vào đầu ra, không quan tâm mã nguồn bên trong",Cấu trúc mã nguồn,Sơ đồ luồng điều khiển,Độ phủ câu lệnh,A,medium
65,Kiểm thử hộp trắng (White-box testing) dựa trên điều gì?,Cấu trúc bên trong của mã nguồn,Chỉ giao diện người dùng,Ý kiến khách hàng,Tài liệu yêu cầu,A,medium
65,Kiểm thử đơn vị (Unit Test) kiểm tra đối tượng nào?,Từng hàm hoặc thành phần nhỏ nhất một cách độc lập,Toàn bộ hệ thống,Giao diện người dùng,Hiệu năng máy chủ,A,easy
65,Kiểm thử tích hợp (Integration Test) nhằm mục đích gì?,Kiểm tra sự phối hợp giữa các thành phần đã tích hợp,Kiểm tra từng hàm riêng lẻ,Đo tốc độ phản hồi,Kiểm tra giao diện màu sắc,A,medium
